2021-01-03 18:00:00,3748.00,3755.25,3742.50,3746.75,7
2021-01-03 18:05:00,3746.00,3750.25,3745.50,3749.75,1
2021-01-03 18:10:00,3750.00,3752.25,3748.50,3751.75,2
2021-01-03 18:15:00,3751.00,3752.25,3749.50,3750.75,1
2021-01-03 18:20:00,3750.00,3752.25,3749.50,3750.75,8
2021-01-03 18:25:00,3750.00,3752.25,3750.50,3751.75,5
2021-01-03 18:30:00,3751.00,3752.25,3751.50,3751.75,6
2021-01-03 18:35:00,3751.00,3751.25,3750.50,3750.75,4
2021-01-03 18:40:00,3750.00,3751.25,3750.50,3751.75,6
2021-01-03 18:45:00,3751.00,3752.25,3749.50,3749.75,1
2021-01-03 18:50:00,3749.00,3749.25,3748.50,3749.75,9
2021-01-03 18:55:00,3749.00,3749.25,3748.50,3749.75,4
2021-01-03 19:00:00,3749.00,3749.25,3742.50,3746.75,3
2021-01-03 19:05:00,3746.00,3747.25,3744.50,3745.75,1
2021-01-03 19:10:00,3745.00,3747.25,3744.50,3745.75,1
2021-01-03 19:15:00,3746.00,3747.25,3744.50,3745.75,1
2021-01-03 19:20:00,3745.00,3746.25,3744.50,3745.75,8
2021-01-03 19:25:00,3745.00,3747.25,3745.50,3746.75,6
2021-01-03 19:30:00,3746.00,3746.25,3744.50,3744.75,1
2021-01-03 19:35:00,3744.00,3745.25,3741.50,3743.75,1
2021-01-03 19:40:00,3743.00,3743.25,3741.50,3743.75,1
2021-01-03 19:45:00,3743.00,3743.25,3740.50,3741.75,1
2021-01-03 19:50:00,3742.00,3743.25,3741.50,3741.75,5
2021-01-03 19:55:00,3741.00,3742.25,3738.50,3740.75,2
2021-01-03 20:00:00,3740.00,3742.25,3740.50,3741.75,1
2021-01-03 20:05:00,3741.00,3745.25,3741.50,3745.75,1
2021-01-03 20:10:00,3745.00,3745.25,3743.50,3744.75,8
2021-01-03 20:15:00,3744.00,3744.25,3742.50,3743.75,1
2021-01-03 20:20:00,3743.00,3745.25,3742.50,3745.75,9
2021-01-03 20:25:00,3745.00,3745.25,3744.50,3745.75,5
2021-01-03 20:30:00,3745.00,3745.25,3743.50,3743.75,8
2021-01-03 20:35:00,3743.00,3745.25,3743.50,3745.75,7
2021-01-03 20:40:00,3745.00,3747.25,3745.50,3747.75,1
2021-01-03 20:45:00,3747.00,3748.25,3745.50,3748.75,1
2021-01-03 20:50:00,3748.00,3749.25,3748.50,3748.75,1
2021-01-03 20:55:00,3748.00,3749.25,3747.50,3747.75,8
